,iteration_number,vol_water,vol_blue,vol_yellow,vol_red,measured_red,measured_green,measured_blue,error
0,1.0,50.73088532545894,26.11693696237884,10.767878926717081,2.384298785445136,0.9248165735352919,0.4392982481108202,0.8370605309919364,2569.6784178197404
1,1.0,45.58536185011466,7.992335505012244,20.11040178867337,16.311900856199728,0.8051676227298474,0.855822893366395,0.6647428771220182,2562.278607225091
2,1.0,43.28331795478265,17.96107039186668,12.694597376845628,16.061014276505038,0.7880066176076523,0.142664269743769,0.9987582166833857,2585.8730792565593
3,1.0,35.52131836248889,15.935330320673778,19.453579442085484,19.089771874751847,0.664682387707313,0.021104319171056818,0.9121476997970497,2605.398197094536
4,1.0,9.646103965136405,25.69413540939058,26.43459833999382,28.225162285479193,0.8333880434676203,0.8362764733515984,0.9675755706039569,2544.095691210315
5,1.0,48.3026157782767,6.746469782590175,17.94287900790429,17.008035431228834,0.1510055864707096,0.8807338750963666,0.03422444916224032,2636.841831515049
6,1.0,33.4158812674507,17.69408031212465,22.617243452963912,16.27279496746074,0.14685340618473108,0.6183931443404235,0.5738776002050586,2620.38586246008
7,1.0,36.81289232561762,9.95843916996828,27.981344148362407,15.247324356051701,0.06688014997723679,0.2852444632510708,0.037331148766368116,2676.719885253264
8,1.0,50.94790822057844,10.619912721481397,6.222877817979856,22.209301239960308,0.35096483137803025,0.5572709874638073,0.716412799152888,2603.4680574854397
9,1.0,29.752864318782784,20.992171391935546,14.606858556292254,24.648105732989414,0.4184489356235591,0.24260005734447287,0.45662999471036425,2633.3817259909138
10,1.0,32.319524207112266,19.902656421137042,23.721321551008398,14.056497820742296,0.07060696265032662,0.3425783869190536,0.14714735723496908,2666.5240352308388
11,1.0,72.00513983985329,6.06821473915013,11.725324278051072,0.20132114294551084,0.514550385909513,0.16929303814917185,0.3552485733919888,2638.074103934262
12,2.0,41.397478446591705,26.13230504665493,14.190949417279464,8.279267089473898,0.10403159738534717,0.9698468134308432,0.500905170292381,2606.7153165378877
13,2.0,44.35484879794555,8.076740815354864,21.166086662513603,16.40232372418598,0.16067324385320014,0.3584985955998793,0.000537121349590941,2668.9717997746766
14,2.0,32.1728518977173,20.769954855797092,18.124697335950643,18.93249591053496,0.624177309087656,0.6131918083887493,0.5758201947647229,2592.3058116692864
15,2.0,28.650025377683825,20.41186550452006,21.625171661366437,19.31293745642968,0.8002089540401935,0.9879345122255464,0.7099787255575671,2552.2330872519183
16,2.0,9.452649132635713,25.713879153943598,26.510140112034122,28.323331601386577,0.3382384515471488,0.45380818062041317,0.470770754382838,2624.7729290250613
