,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12
,blue,green,red,blue,green,red,blue,green,red,blue,green,red,blue,green,red,blue,green,red,blue,green,red,blue,green,red,blue,green,red,blue,green,red,blue,green,red,blue,green,red
1,78.46650770781356,34.89674872138793,11.146117573624583,5.7180523144583555,75.62649269790694,78.38284322251666,39.640140932776085,8.236750913957204,47.7958547572362,18.145380430269512,78.4683331682227,58.11883887900952,43.99577113410262,80.38490568389619,80.72177517144424,1.1187008964738123,45.55866409043502,59.730233425739705,93.83948504601608,84.15169945524089,36.2393984357287,89.4448304528714,34.06069381084667,83.61968922944051,32.17026452032874,26.195193766886884,1.1321513018647813,6.937158894221097,17.667475330447736,68.84254211860849,63.15316754027072,56.4221291633742,58.169731562945046,30.937145350256973,94.74530544812929,64.21607532565669
2,82.88961390689185,10.139850571221777,61.60704595013918,82.88961390689185,10.139850571221777,61.60704595013918,82.88961390689185,10.139850571221777,61.60704595013918,82.88961390689185,10.139850571221777,61.60704595013918,82.88961390689185,10.139850571221777,61.60704595013918,82.88961390689185,10.139850571221777,61.60704595013918,82.88961390689185,10.139850571221777,61.60704595013918,82.88961390689185,10.139850571221777,61.60704595013918,82.88961390689185,10.139850571221777,61.60704595013918,82.88961390689185,10.139850571221777,61.60704595013918,82.88961390689185,10.139850571221777,61.60704595013918,82.88961390689185,10.139850571221777,61.60704595013918
3,33.104302469132726,27.20918031033867,11.015190768861318,33.104302469132726,27.20918031033867,11.015190768861318,33.104302469132726,27.20918031033867,11.015190768861318,33.104302469132726,27.20918031033867,11.015190768861318,33.104302469132726,27.20918031033867,11.015190768861318,33.104302469132726,27.20918031033867,11.015190768861318,33.104302469132726,27.20918031033867,11.015190768861318,33.104302469132726,27.20918031033867,11.015190768861318,33.104302469132726,27.20918031033867,11.015190768861318,33.104302469132726,27.20918031033867,11.015190768861318,33.104302469132726,27.20918031033867,11.015190768861318,33.104302469132726,27.20918031033867,11.015190768861318
4,17.097537276693057,22.40102762461719,3.831195436024904,17.097537276693057,22.40102762461719,3.831195436024904,17.097537276693057,22.40102762461719,3.831195436024904,17.097537276693057,22.40102762461719,3.831195436024904,17.097537276693057,22.40102762461719,3.831195436024904,17.097537276693057,22.40102762461719,3.831195436024904,17.097537276693057,22.40102762461719,3.831195436024904,17.097537276693057,22.40102762461719,3.831195436024904,17.097537276693057,22.40102762461719,3.831195436024904,17.097537276693057,22.40102762461719,3.831195436024904,17.097537276693057,22.40102762461719,3.831195436024904,17.097537276693057,22.40102762461719,3.831195436024904
5,34.52921660001807,26.88076296083796,8.544063470220765,34.52921660001807,26.88076296083796,8.544063470220765,34.52921660001807,26.88076296083796,8.544063470220765,34.52921660001807,26.88076296083796,8.544063470220765,34.52921660001807,26.88076296083796,8.544063470220765,34.52921660001807,26.88076296083796,8.544063470220765,34.52921660001807,26.88076296083796,8.544063470220765,34.52921660001807,26.88076296083796,8.544063470220765,34.52921660001807,26.88076296083796,8.544063470220765,34.52921660001807,26.88076296083796,8.544063470220765,34.52921660001807,26.88076296083796,8.544063470220765,34.52921660001807,26.88076296083796,8.544063470220765
6,33.36505558675674,35.04039710208907,8.03365671206704,33.36505558675674,35.04039710208907,8.03365671206704,33.36505558675674,35.04039710208907,8.03365671206704,33.36505558675674,35.04039710208907,8.03365671206704,33.36505558675674,35.04039710208907,8.03365671206704,33.36505558675674,35.04039710208907,8.03365671206704,33.36505558675674,35.04039710208907,8.03365671206704,33.36505558675674,35.04039710208907,8.03365671206704,33.36505558675674,35.04039710208907,8.03365671206704,33.36505558675674,35.04039710208907,8.03365671206704,33.36505558675674,35.04039710208907,8.03365671206704,33.36505558675674,35.04039710208907,8.03365671206704
7,33.329875017244916,71.57341016136041,7.9969391582602425,33.329875017244916,71.57341016136041,7.9969391582602425,33.329875017244916,71.57341016136041,7.9969391582602425,33.329875017244916,71.57341016136041,7.9969391582602425,33.329875017244916,71.57341016136041,7.9969391582602425,33.329875017244916,71.57341016136041,7.9969391582602425,33.329875017244916,71.57341016136041,7.9969391582602425,33.329875017244916,71.57341016136041,7.9969391582602425,33.329875017244916,71.57341016136041,7.9969391582602425,33.329875017244916,71.57341016136041,7.9969391582602425,33.329875017244916,71.57341016136041,7.9969391582602425,33.329875017244916,71.57341016136041,7.9969391582602425
8,32.84715066781879,72.52191572470444,6.5123506212036455,32.84715066781879,72.52191572470444,6.5123506212036455,32.84715066781879,72.52191572470444,6.5123506212036455,32.84715066781879,72.52191572470444,6.5123506212036455,32.84715066781879,72.52191572470444,6.5123506212036455,32.84715066781879,72.52191572470444,6.5123506212036455,32.84715066781879,72.52191572470444,6.5123506212036455,32.84715066781879,72.52191572470444,6.5123506212036455,32.84715066781879,72.52191572470444,6.5123506212036455,32.84715066781879,72.52191572470444,6.5123506212036455,32.84715066781879,72.52191572470444,6.5123506212036455,32.84715066781879,72.52191572470444,6.5123506212036455
