,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12
,measured_red,measured_green,measured_blue,measured_red,measured_green,measured_blue,measured_red,measured_green,measured_blue,measured_red,measured_green,measured_blue,measured_red,measured_green,measured_blue,measured_red,measured_green,measured_blue,measured_red,measured_green,measured_blue,measured_red,measured_green,measured_blue,measured_red,measured_green,measured_blue,measured_red,measured_green,measured_blue,measured_red,measured_green,measured_blue,measured_red,measured_green,measured_blue
A,0.9248165735352919,0.4392982481108202,0.8370605309919364,0.8051676227298474,0.855822893366395,0.6647428771220182,0.7880066176076523,0.142664269743769,0.9987582166833857,0.664682387707313,0.021104319171056818,0.9121476997970497,0.8333880434676203,0.8362764733515984,0.9675755706039569,0.1510055864707096,0.8807338750963666,0.03422444916224032,0.14685340618473108,0.6183931443404235,0.5738776002050586,0.06688014997723679,0.2852444632510708,0.037331148766368116,0.35096483137803025,0.5572709874638073,0.716412799152888,0.4184489356235591,0.24260005734447287,0.45662999471036425,0.07060696265032662,0.3425783869190536,0.14714735723496908,0.514550385909513,0.16929303814917185,0.3552485733919888
B,0.10403159738534717,0.9698468134308432,0.500905170292381,0.16067324385320014,0.3584985955998793,0.000537121349590941,0.624177309087656,0.6131918083887493,0.5758201947647229,0.8002089540401935,0.9879345122255464,0.7099787255575671,0.3382384515471488,0.45380818062041317,0.470770754382838,0.6184258285115317,0.24926692487521762,0.19708373264640522,0.23439182208123865,0.05545031033426828,0.6015518622521339,0.03176715395962604,0.5264723040846381,0.6308620913429027,0.07718160430129417,0.22590540759826205,0.4053884102967398,0.6462883426862761,0.6791024900120376,0.013038912781165646,0.9714518579729563,0.03167176465939425,0.8761072550243973,0.24895956528646657,0.35887145230568473,0.7134524707636245
C,0.9211472458382469,0.033339317302187865,0.8881359836721734,0.3721105346193391,0.9444256452780436,0.7273150848213806,0.9694225954672299,0.05653069399328903,0.04247681848867868,0.062380396727913734,0.24236506868176877,0.5528618386050778,0.09905969655270153,0.5087562422641538,0.4344909772516904,0.2745698340570516,0.08544758201281621,0.4719055973325631,0.4937022688694154,0.7423073432932357,0.31241950612398095,0.3632576880233861,0.6171641081096635,0.003706670327593864,0.6019512012868222,0.8558989891076948,0.8934238762805902,0.012522961274817557,0.9390219023227389,0.6518979463022273,0.2647280294774498,0.4468000348666443,0.5695373145202394,0.2756513415065033,0.3547525786261335,0.43232337717514346
D,0.9558228049091294,0.5772822710332332,0.45134937908386896,0.74789879334714,0.4161515259801787,0.3037336342703806,0.08225352274289432,0.8701267780265382,0.08597769249273435,0.30516593888895105,0.4675266424659825,0.5622657284902766,0.7815212434986134,0.23542532066041755,0.10170149178444254,0.7409474817410013,0.3883033062904101,0.598402890037426,0.35861801550061423,0.18348034694367776,0.6915921224170658,0.7167933013670974,0.3354873380461283,0.7401297158242788,0.46073171035514293,0.7177534648042473,0.3123277815257386,0.1817458921822429,0.919893974080306,0.0685820644713574,0.9324444074811411,0.28603533173544415,0.6704509909732921,0.012294674106779313,0.21855668300716313,0.6135088078400415
E,0.48981767559440414,0.012333007184989642,0.15607338771925672,0.7187299229200865,0.2920200541130499,0.6976503116282781,0.589563347942743,0.7427367273654485,0.41859431943091385,0.6220544238600321,0.9273765474505931,0.23563570100743325,0.27079635380578115,0.34829048311026345,0.8235619921618176,0.6872741604200997,0.36127590579801383,0.14209224820280975,0.7462297052601691,0.27896521672156815,0.7904247465667824,0.19855441029821785,0.5985814857833628,0.394888245783492,0.40622779955089916,0.9385090182827424,0.6686680407859913,0.14206234557817077,0.6671104904777416,0.67348127603149,0.3754925694523379,0.36579454774212583,0.6834716249816787,0.5355756743050164,0.7087992701304026,0.462799339849685
F,0.038947308434330474,0.2563832480338998,0.16516744992648869,0.5881865480808136,0.8807286855234815,0.6449267016657557,0.20482899958589385,0.9859336361639769,0.2804258909874784,0.7992318322751847,0.3634184076601975,0.7863662479583766,0.44141926932496056,0.8119887473311921,0.5560490810407015,0.9929399250245056,0.7127228476964705,0.09036127554015594,0.9001681184371304,0.30567250862407913,0.9459652900619665,0.5547170651996476,0.6005717747287307,0.8046136647613364,0.27233480195414395,0.6802553247666128,0.3049143952556175,0.4069866536532508,0.9663951365641352,0.3521180395820829,0.3575206656083394,0.775337975911039,0.39750576113069924,0.49192837335700434,0.10533898371695372,0.0013955146678251706
G,0.9446584197402113,0.8343323514127423,0.05960235153201843,0.8137707717015309,0.8514872174750908,0.43162037184001645,0.4231460638424376,0.6990673200058636,0.21171159513074633,0.8961346217622023,0.674974515479764,0.8096329695735884,0.8653909021494466,0.3813178947435033,0.25865021069672844,0.628455154391012,0.46976688638134956,0.6841066904914166,0.6460948067075684,0.04000521463772422,0.07062982633033821,0.9333823509978497,0.35990079956782917,0.8027358622511516,0.738311181563184,0.7509212925705047,0.030594875912707598,0.606764440886651,0.19590267733302724,0.3187983168062355,0.9432192777205574,0.928678114105199,0.09847071187508327,0.5428925567183045,0.056586479105613985,0.754915551375081
H,0.9249489767257444,0.4402599613698568,0.5277795457610862,0.9411746280814017,0.5354585562683418,0.21554375879606313,0.8909399214338095,0.739469123675607,0.7188956766984129,0.8005102154729902,0.04136887350976248,0.07243519135342213,0.4687745573264128,0.4582955584693772,0.33888738726899503,0.6837129418455763,0.5316569157160154,0.42662422886974427,0.5311148387388508,0.6848155582020122,0.48448889570028075,0.7528471102328169,0.529294162891048,0.9100552271005521,0.579462205436486,0.6759042067041636,0.7613832101797384,0.08786976287647663,0.5719930400778139,0.37801375535016746,0.9402882980677448,0.6882836796900693,0.456608032631017,0.5793602798006259,0.17277745203624884,0.15518353671016305
