,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10,11,11,11,11,12,12,12,12
,water,blue,yellow,red,water,blue,yellow,red,water,blue,yellow,red,water,blue,yellow,red,water,blue,yellow,red,water,blue,yellow,red,water,blue,yellow,red,water,blue,yellow,red,water,blue,yellow,red,water,blue,yellow,red,water,blue,yellow,red,water,blue,yellow,red
A,50.73088532545894,26.11693696237884,10.767878926717081,2.384298785445136,45.58536185011466,7.992335505012244,20.11040178867337,16.311900856199728,43.28331795478265,17.96107039186668,12.694597376845628,16.061014276505038,35.52131836248889,15.935330320673778,19.453579442085484,19.089771874751847,9.646103965136405,25.69413540939058,26.43459833999382,28.225162285479193,48.3026157782767,6.746469782590175,17.94287900790429,17.008035431228834,33.4158812674507,17.69408031212465,22.617243452963912,16.27279496746074,36.81289232561762,9.95843916996828,27.981344148362407,15.247324356051701,50.94790822057844,10.619912721481397,6.222877817979856,22.209301239960308,29.752864318782784,20.992171391935546,14.606858556292254,24.648105732989414,32.319524207112266,19.902656421137042,23.721321551008398,14.056497820742296,72.00513983985329,6.06821473915013,11.725324278051072,0.20132114294551084
B,41.397478446591705,26.13230504665493,14.190949417279464,8.279267089473898,44.35484879794555,8.076740815354864,21.166086662513603,16.40232372418598,32.1728518977173,20.769954855797092,18.124697335950643,18.93249591053496,28.650025377683825,20.41186550452006,21.625171661366437,19.31293745642968,9.452649132635713,25.713879153943598,26.510140112034122,28.323331601386577,36.59530086212834,14.597668249491418,20.086642492959804,18.720388395420432,27.434634939417606,20.326557174979904,23.944295450527477,18.294512435075013,35.73801962734255,10.515954831895002,27.643819823330848,16.1022057174316,34.00429341502405,18.089258659918514,15.375109771249353,22.53133815380808,24.71144074276137,22.18031214167026,16.98990357465367,26.118343540914704,27.057257621184334,21.56617761042821,24.414101995016118,16.962462773371342,47.203836922787,15.182567231634906,13.674904399356235,13.938691446221858
C,29.51696953689745,26.01322207459505,19.10330914179339,15.366499246714117,37.37222296519719,8.56775694044307,22.28555387526674,21.774466219093,30.67359655158637,20.948411618246094,19.915424710501725,18.462567119665803,21.84844858712964,23.42134837928794,22.205967116083055,22.52423591749937,9.52810937970996,25.708320213626134,26.47812294888408,28.285447457779828,28.686707265371,19.797363353274434,20.793852604114885,20.72207677723968,23.363030928826163,20.737213332121975,25.017703000424735,20.882052738627117,24.977225509870934,16.37138613443332,27.120362839779826,21.531025515915918,26.051051422993638,20.708751856401502,19.826079565858194,23.41411715474666,22.31001953026407,23.408519369379864,17.805555439820225,26.475905660535847,23.471825926882346,23.779613335910096,24.636147358288085,18.11241337891947,37.109223017555536,17.162149065095043,14.889667721914085,20.838960195435337
D,28.24601975067003,25.96235991019369,20.08134610146638,15.710274237669903,29.930835341850624,15.522695481758394,22.36448149398165,22.181987682409332,24.688471845184452,22.309659853075498,21.648893616557213,21.352974685182833,19.772470574026784,23.22813336656609,22.392175503092613,24.607220556314523,9.587345013154021,25.700533406582213,26.456678399261374,28.255443181002395,24.96137592695557,21.643390020323956,22.171622046220072,21.223612006500403,21.095720596847485,21.221704684170774,25.568301761868085,22.11427295711365,22.718920230520766,19.09205759310151,26.942476757071006,21.246545419306713,23.09078639056858,21.201302044475646,21.15750370105886,24.550407863896904,18.239081987434048,24.253201544281143,20.9635126667037,26.544203801581112,18.01112244331145,24.178064183756593,25.19490750908522,22.61590586384674,31.978014696512844,17.987670841015902,16.568675094019834,23.465639368451424
E,25.97398330667849,25.916331563294968,19.044727260330617,19.064957869695924,27.790110294268835,16.94070360159951,23.89880352977655,21.370382574355105,22.764233074273506,22.234913892709365,22.753978664337936,22.2468743686792,18.353153556353107,22.915891706019508,23.9823881139575,24.748566623669895,9.617361431098402,25.696220235068242,26.447342154378042,28.239076179455317,22.13951801336269,22.71458257350066,22.763285110600638,22.38261430253601,18.86703013456753,22.610346345422883,25.896286094427907,22.626337425581674,19.40201352188653,20.125527526378455,26.74795682079874,23.72450213093627,21.093349069528557,22.205012227925053,21.511691936382892,25.1899467661635,15.068379919803974,24.822243400212656,23.09859771747657,27.01077896250681,14.782341395675957,24.96086543875881,25.46036950783376,24.79642365773148,28.860515597546694,18.458894640591627,18.620648818337813,24.059940943523866
F,28.06203835056749,25.846030919153566,19.227839788153474,16.864090942125472,24.684556438491953,19.530474534823007,23.66768129743744,22.117287729247597,24.44610227781294,22.731837861123218,21.642218078692547,21.179841782371305,15.27530320887604,23.950235878914544,25.15595536480501,25.61850554740441,9.627842042937772,25.69488960345802,26.442547205675776,28.234721147928433,20.247040547968197,23.934763668207076,23.106141796231668,22.712053987593062,15.180876822839622,23.314776631967987,26.160951383485074,25.343395161707313,17.221772536398035,20.899981475043617,26.691389382509136,25.186856606049215,18.942164635027524,23.38325510870284,21.261705666163486,26.412874590106156,14.840780868630276,25.107624053567548,23.084810973889155,26.966784103913014,13.713216482537703,25.200113166297115,25.626673348686545,25.459997002478634,24.030115589500724,19.11405399274048,21.301199239676063,25.554631178082737
G,32.246104092345675,25.871882423691236,18.071562606770975,13.810450877192114,25.752360196327743,17.787442292580184,24.047299040720503,22.41289847037157,24.495432579992695,22.907572209109453,21.777563875528223,20.81943133536963,16.180098994113848,24.232335477455514,24.934342873316705,24.653222655113932,9.641441286106385,25.6945399120989,26.436420750632905,28.227598051161802,17.03130575447352,24.617286423473622,23.477246501324004,24.87416132072886,14.282008208499335,23.680617564519657,26.31357005563024,25.72380417135076,14.84194631662426,23.21962513186009,26.594843187066175,25.34358536444947,16.904206703689283,23.437690449517483,23.01414296219724,26.643959884596,12.487211192698979,25.35886800364439,24.63625943932372,27.517661364332906,13.249285211743825,25.020802372569587,25.71164856036245,26.018263855324133,21.701660242716883,19.508702809568145,22.838834163607807,25.950802784107175
H,29.393145439122826,25.853432698305483,19.35730806336156,15.396113799210134,24.888483364168366,19.607516694533185,23.30756416196749,22.19643577933096,22.480637845274288,21.611812641061874,21.602034438745356,24.305515074918475,15.784272786373194,24.248754697081658,25.098775902080657,24.86819661446449,9.643785490523797,25.694338119419253,26.435579731781925,28.22629665827502,15.81801603038636,24.8037208661099,24.263421620238642,25.1148414832651,13.838175885118147,23.94502305819819,26.325657662068878,25.891143394614787,13.830985659655482,23.812617747763465,26.510383539000134,25.846013053580926,15.292561370348764,23.49290650683637,24.249587000624572,26.964945122190297,11.708989666413359,25.436711657729912,25.332456067871412,27.521842607985324,12.657647742671415,25.233597504629003,25.793207749726182,26.315547002973407,19.480365180396916,21.810667218161676,22.732722352481954,25.97624524895945
